clip,preictal
Dog_2_test_segment_0100.mat,1.0
Dog_2_test_segment_0101.mat,0.6936936936936937
Dog_2_test_segment_0102.mat,0.13513513513513511
Dog_2_test_segment_0103.mat,0.6216216216216215
Dog_2_test_segment_0104.mat,0.6666666666666666
Dog_2_test_segment_0105.mat,0.7117117117117117
Dog_2_test_segment_0106.mat,0.7927927927927927
Dog_2_test_segment_0107.mat,0.7477477477477477
Dog_2_test_segment_0108.mat,0.5045045045045045
Dog_2_test_segment_0109.mat,0.7027027027027027
Dog_2_test_segment_0110.mat,0.26126126126126126
Dog_2_test_segment_0111.mat,0.5225225225225225
Dog_2_test_segment_0112.mat,0.6756756756756757
Dog_2_test_segment_0113.mat,0.6216216216216215
Dog_2_test_segment_0114.mat,0.6846846846846846
Dog_2_test_segment_0115.mat,0.38738738738738737
Dog_2_test_segment_0116.mat,0.5765765765765766
Dog_2_test_segment_0117.mat,0.7297297297297297
Dog_2_test_segment_0118.mat,0.7297297297297297
Dog_2_test_segment_0119.mat,0.6936936936936937
Dog_2_test_segment_0120.mat,0.6396396396396397
Dog_2_test_segment_0121.mat,0.45945945945945943
Dog_2_test_segment_0122.mat,0.7297297297297297
Dog_2_test_segment_0123.mat,0.8378378378378378
Dog_2_test_segment_0124.mat,0.0
Dog_2_test_segment_0125.mat,0.7477477477477477
Dog_2_test_segment_0126.mat,0.5315315315315314
Dog_2_test_segment_0127.mat,0.6936936936936937
Dog_2_test_segment_0128.mat,0.47747747747747743
Dog_2_test_segment_0129.mat,0.6396396396396397
Dog_2_test_segment_0130.mat,0.7117117117117117
Dog_2_test_segment_0131.mat,0.43243243243243246
Dog_2_test_segment_0132.mat,0.7387387387387387
Dog_2_test_segment_0133.mat,0.3333333333333333
Dog_2_test_segment_0134.mat,0.5495495495495495
Dog_2_test_segment_0135.mat,0.6846846846846846
Dog_2_test_segment_0136.mat,0.8018018018018018
Dog_2_test_segment_0137.mat,0.7837837837837838
Dog_2_test_segment_0138.mat,0.8828828828828829
Dog_2_test_segment_0139.mat,0.7297297297297297
Dog_2_test_segment_0140.mat,0.5945945945945946
Dog_2_test_segment_0141.mat,0.7837837837837838
Dog_2_test_segment_0142.mat,0.7837837837837838
Dog_2_test_segment_0143.mat,0.09909909909909909
Dog_2_test_segment_0144.mat,0.7297297297297297
Dog_2_test_segment_0145.mat,0.8828828828828829
Dog_2_test_segment_0146.mat,0.8648648648648649
Dog_2_test_segment_0147.mat,0.43243243243243246
Dog_2_test_segment_0148.mat,0.7027027027027027
Dog_2_test_segment_0149.mat,0.11711711711711711
Dog_2_test_segment_0150.mat,0.0
Dog_2_test_segment_0151.mat,0.2882882882882883
Dog_2_test_segment_0152.mat,0.7477477477477477
Dog_2_test_segment_0153.mat,0.05405405405405406
Dog_2_test_segment_0154.mat,0.2072072072072072
Dog_2_test_segment_0155.mat,0.7747747747747747
Dog_2_test_segment_0156.mat,0.7207207207207207
Dog_2_test_segment_0157.mat,0.7297297297297297
Dog_2_test_segment_0158.mat,0.7567567567567567
Dog_2_test_segment_0159.mat,0.9819819819819819
Dog_2_test_segment_0160.mat,0.10810810810810811
Dog_2_test_segment_0161.mat,0.6576576576576576
Dog_2_test_segment_0162.mat,0.6036036036036035
Dog_2_test_segment_0163.mat,0.43243243243243246
Dog_2_test_segment_0164.mat,0.5585585585585586
Dog_2_test_segment_0165.mat,0.7027027027027027
Dog_2_test_segment_0166.mat,0.6756756756756757
Dog_2_test_segment_0167.mat,0.7027027027027027
Dog_2_test_segment_0168.mat,0.0
Dog_2_test_segment_0169.mat,0.5315315315315314
Dog_2_test_segment_0170.mat,0.7747747747747747
Dog_2_test_segment_0171.mat,0.6666666666666666
Dog_2_test_segment_0172.mat,0.7927927927927927
Dog_2_test_segment_0173.mat,0.48648648648648646
Dog_2_test_segment_0174.mat,0.5495495495495495
Dog_2_test_segment_0175.mat,0.5585585585585586
Dog_2_test_segment_0176.mat,0.24324324324324323
Dog_2_test_segment_0177.mat,0.7117117117117117
Dog_2_test_segment_0178.mat,0.6036036036036035
Dog_2_test_segment_0179.mat,0.7117117117117117
Dog_2_test_segment_0180.mat,0.7837837837837838
Dog_2_test_segment_0181.mat,0.7567567567567567
Dog_2_test_segment_0182.mat,0.8468468468468467
Dog_2_test_segment_0183.mat,0.7747747747747747
Dog_2_test_segment_0184.mat,0.7567567567567567
Dog_2_test_segment_0185.mat,0.6486486486486486
Dog_2_test_segment_0186.mat,0.6126126126126126
Dog_2_test_segment_0187.mat,0.5855855855855855
Dog_2_test_segment_0188.mat,0.9009009009009009
Dog_2_test_segment_0189.mat,0.7027027027027027
Dog_2_test_segment_0190.mat,0.6846846846846846
Dog_2_test_segment_0191.mat,0.5225225225225225
Dog_2_test_segment_0192.mat,0.7117117117117117
Dog_2_test_segment_0193.mat,0.6846846846846846
Dog_2_test_segment_0194.mat,0.8918918918918918
Dog_2_test_segment_0195.mat,0.5585585585585586
Dog_2_test_segment_0196.mat,0.0
Dog_2_test_segment_0197.mat,0.3333333333333333
Dog_2_test_segment_0198.mat,0.7207207207207207
Dog_2_test_segment_0199.mat,0.8648648648648649
Dog_2_test_segment_0200.mat,0.4234234234234234
Dog_2_test_segment_0201.mat,0.9549549549549549
Dog_2_test_segment_0202.mat,0.7297297297297297
Dog_2_test_segment_0203.mat,0.3423423423423423
Dog_2_test_segment_0204.mat,0.5315315315315314
Dog_2_test_segment_0205.mat,0.5675675675675675
Dog_2_test_segment_0206.mat,0.47747747747747743
Dog_2_test_segment_0207.mat,0.7567567567567567
Dog_2_test_segment_0208.mat,0.0
Dog_2_test_segment_0209.mat,0.6576576576576576
Dog_2_test_segment_0210.mat,0.5855855855855855
Dog_2_test_segment_0211.mat,0.7117117117117117
Dog_2_test_segment_0212.mat,0.7297297297297297
Dog_2_test_segment_0213.mat,0.0
Dog_2_test_segment_0214.mat,0.7477477477477477
Dog_2_test_segment_0215.mat,0.6936936936936937
Dog_2_test_segment_0216.mat,0.7657657657657657
Dog_2_test_segment_0217.mat,0.24324324324324323
Dog_2_test_segment_0218.mat,0.5765765765765766
Dog_2_test_segment_0219.mat,0.5315315315315314
Dog_2_test_segment_0220.mat,0.49549549549549543
Dog_2_test_segment_0221.mat,0.6756756756756757
Dog_2_test_segment_0222.mat,0.6666666666666666
Dog_2_test_segment_0223.mat,0.6216216216216215
Dog_2_test_segment_0224.mat,0.06306306306306306
Dog_2_test_segment_0225.mat,0.6216216216216215
Dog_2_test_segment_0226.mat,0.6396396396396397
Dog_2_test_segment_0227.mat,0.8738738738738738
Dog_2_test_segment_0228.mat,0.6666666666666666
Dog_2_test_segment_0229.mat,0.6666666666666666
Dog_2_test_segment_0230.mat,0.7927927927927927
Dog_2_test_segment_0231.mat,0.6216216216216215
Dog_2_test_segment_0232.mat,0.7837837837837838
Dog_2_test_segment_0233.mat,0.5225225225225225
Dog_2_test_segment_0234.mat,0.8378378378378378
Dog_2_test_segment_0235.mat,0.7747747747747747
Dog_2_test_segment_0236.mat,0.8198198198198198
Dog_2_test_segment_0237.mat,0.5855855855855855
Dog_2_test_segment_0238.mat,0.6306306306306306
Dog_2_test_segment_0239.mat,0.5945945945945946
Dog_2_test_segment_0240.mat,0.6126126126126126
Dog_2_test_segment_0241.mat,0.7747747747747747
Dog_2_test_segment_0242.mat,0.5675675675675675
Dog_2_test_segment_0243.mat,0.0
Dog_2_test_segment_0244.mat,0.24324324324324323
Dog_2_test_segment_0245.mat,0.3333333333333333
Dog_2_test_segment_0246.mat,0.8108108108108107
Dog_2_test_segment_0247.mat,0.5675675675675675
Dog_2_test_segment_0248.mat,0.5855855855855855
Dog_2_test_segment_0249.mat,0.6936936936936937
Dog_2_test_segment_0250.mat,0.36936936936936937
Dog_2_test_segment_0251.mat,0.6756756756756757
Dog_2_test_segment_0252.mat,0.5585585585585586
Dog_2_test_segment_0253.mat,0.7387387387387387
Dog_2_test_segment_0254.mat,0.7027027027027027
Dog_2_test_segment_0255.mat,0.6306306306306306
Dog_2_test_segment_0256.mat,0.8828828828828829
Dog_2_test_segment_0257.mat,0.5585585585585586
Dog_2_test_segment_0258.mat,0.7837837837837838
Dog_2_test_segment_0259.mat,0.8018018018018018
Dog_2_test_segment_0260.mat,0.6396396396396397
Dog_2_test_segment_0261.mat,0.7567567567567567
Dog_2_test_segment_0262.mat,0.6306306306306306
Dog_2_test_segment_0263.mat,0.6756756756756757
Dog_2_test_segment_0264.mat,0.8828828828828829
Dog_2_test_segment_0265.mat,0.7207207207207207
Dog_2_test_segment_0266.mat,0.009009009009009009
Dog_2_test_segment_0267.mat,0.6756756756756757
Dog_2_test_segment_0268.mat,0.38738738738738737
Dog_2_test_segment_0269.mat,0.9369369369369369
Dog_2_test_segment_0270.mat,0.5225225225225225
Dog_2_test_segment_0271.mat,0.6576576576576576
Dog_2_test_segment_0272.mat,0.9549549549549549
Dog_2_test_segment_0273.mat,0.6576576576576576
Dog_2_test_segment_0274.mat,0.21621621621621623
Dog_2_test_segment_0275.mat,0.7747747747747747
Dog_2_test_segment_0276.mat,0.6486486486486486
Dog_2_test_segment_0277.mat,0.7297297297297297
Dog_2_test_segment_0278.mat,0.3063063063063063
Dog_2_test_segment_0279.mat,0.7567567567567567
Dog_2_test_segment_0280.mat,0.7027027027027027
Dog_2_test_segment_0281.mat,0.16216216216216214
Dog_2_test_segment_0282.mat,0.47747747747747743
Dog_2_test_segment_0283.mat,0.9549549549549549
Dog_2_test_segment_0284.mat,0.9009009009009009
Dog_2_test_segment_0285.mat,0.8378378378378378
Dog_2_test_segment_0286.mat,0.5225225225225225
Dog_2_test_segment_0287.mat,0.5765765765765766
Dog_2_test_segment_0288.mat,0.5585585585585586
Dog_2_test_segment_0289.mat,0.7207207207207207
Dog_2_test_segment_0290.mat,0.7657657657657657
Dog_2_test_segment_0291.mat,0.5675675675675675
Dog_2_test_segment_0292.mat,0.5315315315315314
Dog_2_test_segment_0293.mat,0.8378378378378378
Dog_2_test_segment_0294.mat,0.8018018018018018
Dog_2_test_segment_0295.mat,1.0
Dog_2_test_segment_0296.mat,0.5495495495495495
Dog_2_test_segment_0297.mat,0.18918918918918917
Dog_2_test_segment_0298.mat,0.5765765765765766
Dog_2_test_segment_0299.mat,0.36936936936936937
Dog_2_test_segment_0300.mat,0.0
Dog_2_test_segment_0301.mat,0.8018018018018018
Dog_2_test_segment_0302.mat,0.8738738738738738
Dog_2_test_segment_0303.mat,0.7207207207207207
Dog_2_test_segment_0304.mat,0.48648648648648646
Dog_2_test_segment_0305.mat,0.6396396396396397
Dog_2_test_segment_0306.mat,0.8738738738738738
Dog_2_test_segment_0307.mat,0.43243243243243246
Dog_2_test_segment_0308.mat,0.7027027027027027
Dog_2_test_segment_0309.mat,0.0
Dog_2_test_segment_0310.mat,0.6126126126126126
Dog_2_test_segment_0311.mat,0.7207207207207207
Dog_2_test_segment_0312.mat,0.7927927927927927
Dog_2_test_segment_0313.mat,0.7657657657657657
Dog_2_test_segment_0314.mat,0.5495495495495495
Dog_2_test_segment_0315.mat,0.7747747747747747
Dog_2_test_segment_0316.mat,0.7387387387387387
Dog_2_test_segment_0317.mat,0.5135135135135135
Dog_2_test_segment_0318.mat,0.5225225225225225
Dog_2_test_segment_0319.mat,0.5225225225225225
Dog_2_test_segment_0320.mat,0.4144144144144144
Dog_2_test_segment_0321.mat,0.5225225225225225
Dog_2_test_segment_0322.mat,0.5585585585585586
Dog_2_test_segment_0323.mat,0.7567567567567567
Dog_2_test_segment_0324.mat,0.6486486486486486
Dog_2_test_segment_0325.mat,0.5045045045045045
Dog_2_test_segment_0326.mat,0.5855855855855855
Dog_2_test_segment_0327.mat,0.7567567567567567
Dog_2_test_segment_0328.mat,0.7927927927927927
Dog_2_test_segment_0329.mat,0.7387387387387387
Dog_2_test_segment_0330.mat,0.36036036036036034
Dog_2_test_segment_0331.mat,0.6036036036036035
Dog_2_test_segment_0332.mat,0.37837837837837834
Dog_2_test_segment_0333.mat,0.6576576576576576
Dog_2_test_segment_0334.mat,0.8378378378378378
Dog_2_test_segment_0335.mat,0.3333333333333333
Dog_2_test_segment_0336.mat,0.7027027027027027
Dog_2_test_segment_0337.mat,0.8288288288288288
Dog_2_test_segment_0338.mat,0.7297297297297297
Dog_2_test_segment_0339.mat,0.7927927927927927
Dog_2_test_segment_0340.mat,0.45945945945945943
Dog_2_test_segment_0341.mat,0.17117117117117114
Dog_2_test_segment_0342.mat,0.49549549549549543
Dog_2_test_segment_0343.mat,0.7117117117117117
Dog_2_test_segment_0344.mat,0.6126126126126126
Dog_2_test_segment_0345.mat,0.7027027027027027
Dog_2_test_segment_0346.mat,0.6756756756756757
Dog_2_test_segment_0347.mat,0.5675675675675675
Dog_2_test_segment_0348.mat,0.5315315315315314
Dog_2_test_segment_0349.mat,0.8558558558558558
Dog_2_test_segment_0350.mat,0.5315315315315314
Dog_2_test_segment_0351.mat,0.10810810810810811
Dog_2_test_segment_0352.mat,0.5585585585585586
Dog_2_test_segment_0353.mat,0.8108108108108107
Dog_2_test_segment_0354.mat,0.7657657657657657
Dog_2_test_segment_0355.mat,0.0
Dog_2_test_segment_0356.mat,0.6666666666666666
Dog_2_test_segment_0357.mat,0.7927927927927927
Dog_2_test_segment_0358.mat,0.6576576576576576
Dog_2_test_segment_0359.mat,0.6666666666666666
Dog_2_test_segment_0360.mat,0.7207207207207207
Dog_2_test_segment_0361.mat,0.7207207207207207
Dog_2_test_segment_0362.mat,0.7567567567567567
Dog_2_test_segment_0363.mat,0.8018018018018018
Dog_2_test_segment_0364.mat,0.6216216216216215
Dog_2_test_segment_0365.mat,0.6396396396396397
Dog_2_test_segment_0366.mat,0.45045045045045046
Dog_2_test_segment_0367.mat,0.5675675675675675
Dog_2_test_segment_0368.mat,0.9279279279279278
Dog_2_test_segment_0369.mat,0.7387387387387387
Dog_2_test_segment_0370.mat,0.6936936936936937
Dog_2_test_segment_0371.mat,0.45045045045045046
Dog_2_test_segment_0372.mat,0.7477477477477477
Dog_2_test_segment_0373.mat,0.7567567567567567
Dog_2_test_segment_0374.mat,0.6486486486486486
Dog_2_test_segment_0375.mat,0.6936936936936937
Dog_2_test_segment_0376.mat,0.6396396396396397
Dog_2_test_segment_0377.mat,0.6486486486486486
Dog_2_test_segment_0378.mat,0.7117117117117117
Dog_2_test_segment_0379.mat,0.6846846846846846
Dog_2_test_segment_0380.mat,0.7297297297297297
Dog_2_test_segment_0381.mat,0.6756756756756757
Dog_2_test_segment_0382.mat,0.6936936936936937
Dog_2_test_segment_0383.mat,0.8018018018018018
Dog_2_test_segment_0384.mat,0.7387387387387387
Dog_2_test_segment_0385.mat,0.7117117117117117
Dog_2_test_segment_0386.mat,0.6396396396396397
Dog_2_test_segment_0387.mat,0.5495495495495495
Dog_2_test_segment_0388.mat,0.6396396396396397
Dog_2_test_segment_0389.mat,0.0
Dog_2_test_segment_0390.mat,0.6486486486486486
Dog_2_test_segment_0391.mat,0.36936936936936937
Dog_2_test_segment_0392.mat,0.7477477477477477
Dog_2_test_segment_0393.mat,0.5765765765765766
Dog_2_test_segment_0394.mat,0.6036036036036035
Dog_2_test_segment_0395.mat,0.6216216216216215
Dog_2_test_segment_0396.mat,0.6486486486486486
Dog_2_test_segment_0397.mat,0.7387387387387387
Dog_2_test_segment_0398.mat,0.7207207207207207
Dog_2_test_segment_0399.mat,0.36936936936936937
Dog_2_test_segment_0400.mat,0.6126126126126126
Dog_2_test_segment_0401.mat,0.7387387387387387
Dog_2_test_segment_0402.mat,0.7657657657657657
Dog_2_test_segment_0403.mat,0.7657657657657657
Dog_2_test_segment_0404.mat,0.6756756756756757
Dog_2_test_segment_0405.mat,0.45945945945945943
Dog_2_test_segment_0406.mat,0.7207207207207207
Dog_2_test_segment_0407.mat,0.6936936936936937
Dog_2_test_segment_0408.mat,0.47747747747747743
Dog_2_test_segment_0409.mat,0.5315315315315314
Dog_2_test_segment_0410.mat,0.44144144144144143
Dog_2_test_segment_0411.mat,0.6666666666666666
Dog_2_test_segment_0412.mat,0.23423423423423423
Dog_2_test_segment_0413.mat,0.018018018018018018
Dog_2_test_segment_0414.mat,0.7297297297297297
Dog_2_test_segment_0415.mat,0.6576576576576576
Dog_2_test_segment_0416.mat,0.7567567567567567
Dog_2_test_segment_0417.mat,0.7927927927927927
Dog_2_test_segment_0418.mat,0.7117117117117117
Dog_2_test_segment_0419.mat,0.6036036036036035
Dog_2_test_segment_0420.mat,0.7927927927927927
Dog_2_test_segment_0421.mat,0.8378378378378378
Dog_2_test_segment_0422.mat,0.5675675675675675
Dog_2_test_segment_0423.mat,0.6846846846846846
Dog_2_test_segment_0424.mat,0.7027027027027027
Dog_2_test_segment_0425.mat,0.7747747747747747
Dog_2_test_segment_0426.mat,0.5225225225225225
Dog_2_test_segment_0427.mat,0.5405405405405405
Dog_2_test_segment_0428.mat,0.8198198198198198
Dog_2_test_segment_0429.mat,0.5765765765765766
Dog_2_test_segment_0430.mat,0.5945945945945946
Dog_2_test_segment_0431.mat,0.9099099099099098
Dog_2_test_segment_0432.mat,0.2792792792792793
Dog_2_test_segment_0433.mat,0.7657657657657657
Dog_2_test_segment_0434.mat,0.8198198198198198
Dog_2_test_segment_0435.mat,0.0
Dog_2_test_segment_0436.mat,0.7297297297297297
Dog_2_test_segment_0437.mat,0.9189189189189189
Dog_2_test_segment_0438.mat,0.8468468468468467
Dog_2_test_segment_0439.mat,0.8018018018018018
Dog_2_test_segment_0440.mat,0.12612612612612611
Dog_2_test_segment_0441.mat,0.6846846846846846
Dog_2_test_segment_0442.mat,0.7027027027027027
Dog_2_test_segment_0443.mat,0.6306306306306306
Dog_2_test_segment_0444.mat,0.0
Dog_2_test_segment_0445.mat,0.7927927927927927
Dog_2_test_segment_0446.mat,0.7117117117117117
Dog_2_test_segment_0447.mat,0.5495495495495495
Dog_2_test_segment_0448.mat,0.49549549549549543
Dog_2_test_segment_0449.mat,0.6126126126126126
Dog_2_test_segment_0450.mat,0.7477477477477477
Dog_2_test_segment_0451.mat,0.8018018018018018
Dog_2_test_segment_0452.mat,0.6306306306306306
Dog_2_test_segment_0453.mat,0.6126126126126126
Dog_2_test_segment_0454.mat,0.2972972972972973
Dog_2_test_segment_0455.mat,0.8378378378378378
Dog_2_test_segment_0456.mat,0.3153153153153153
Dog_2_test_segment_0457.mat,0.7297297297297297
Dog_2_test_segment_0458.mat,0.6666666666666666
Dog_2_test_segment_0459.mat,0.5675675675675675
Dog_2_test_segment_0460.mat,0.6126126126126126
Dog_2_test_segment_0461.mat,0.6936936936936937
Dog_2_test_segment_0462.mat,0.6486486486486486
Dog_2_test_segment_0463.mat,0.5495495495495495
Dog_2_test_segment_0464.mat,0.18918918918918917
Dog_2_test_segment_0465.mat,0.8828828828828829
Dog_2_test_segment_0466.mat,0.6756756756756757
Dog_2_test_segment_0467.mat,0.7117117117117117
Dog_2_test_segment_0468.mat,0.8198198198198198
Dog_2_test_segment_0469.mat,0.8198198198198198
Dog_2_test_segment_0470.mat,0.43243243243243246
Dog_2_test_segment_0471.mat,0.018018018018018018
Dog_2_test_segment_0472.mat,0.6126126126126126
Dog_2_test_segment_0473.mat,0.036036036036036036
Dog_2_test_segment_0474.mat,0.7567567567567567
Dog_2_test_segment_0475.mat,0.7117117117117117
Dog_2_test_segment_0476.mat,0.5855855855855855
Dog_2_test_segment_0477.mat,0.6126126126126126
Dog_2_test_segment_0478.mat,0.6126126126126126
Dog_2_test_segment_0479.mat,0.6036036036036035
Dog_2_test_segment_0480.mat,0.5855855855855855
Dog_2_test_segment_0481.mat,0.5585585585585586
Dog_2_test_segment_0482.mat,0.7027027027027027
Dog_2_test_segment_0483.mat,0.6036036036036035
Dog_2_test_segment_0484.mat,0.7027027027027027
Dog_2_test_segment_0485.mat,0.05405405405405406
Dog_2_test_segment_0486.mat,0.6486486486486486
Dog_2_test_segment_0487.mat,0.6396396396396397
Dog_2_test_segment_0488.mat,0.7027027027027027
Dog_2_test_segment_0489.mat,0.7477477477477477
Dog_2_test_segment_0490.mat,0.8198198198198198
Dog_2_test_segment_0491.mat,0.7657657657657657
Dog_2_test_segment_0492.mat,0.6126126126126126
Dog_2_test_segment_0493.mat,0.5945945945945946
Dog_2_test_segment_0494.mat,0.7477477477477477
Dog_2_test_segment_0495.mat,0.5675675675675675
Dog_2_test_segment_0496.mat,0.7747747747747747
Dog_2_test_segment_0497.mat,0.4054054054054054
Dog_2_test_segment_0498.mat,0.45045045045045046
Dog_2_test_segment_0499.mat,0.5135135135135135
Dog_2_test_segment_0500.mat,0.6486486486486486
Dog_2_test_segment_0501.mat,0.8378378378378378
Dog_2_test_segment_0502.mat,0.6396396396396397
Dog_2_test_segment_0503.mat,0.6126126126126126
Dog_2_test_segment_0504.mat,0.8288288288288288
Dog_2_test_segment_0505.mat,0.6846846846846846
Dog_2_test_segment_0506.mat,0.5585585585585586
Dog_2_test_segment_0507.mat,0.45045045045045046
Dog_2_test_segment_0508.mat,0.5585585585585586
Dog_2_test_segment_0509.mat,0.7117117117117117
Dog_2_test_segment_0510.mat,0.8198198198198198
Dog_2_test_segment_0511.mat,0.7927927927927927
Dog_2_test_segment_0512.mat,0.18018018018018017
Dog_2_test_segment_0513.mat,0.8468468468468467
Dog_2_test_segment_0514.mat,0.09909909909909909
Dog_2_test_segment_0515.mat,0.6666666666666666
Dog_2_test_segment_0516.mat,0.7927927927927927
Dog_2_test_segment_0517.mat,0.45945945945945943
Dog_2_test_segment_0518.mat,0.6576576576576576
Dog_2_test_segment_0519.mat,0.49549549549549543
Dog_2_test_segment_0520.mat,0.5135135135135135
Dog_2_test_segment_0521.mat,0.7657657657657657
Dog_2_test_segment_0522.mat,0.8468468468468467
Dog_2_test_segment_0523.mat,0.7297297297297297
Dog_2_test_segment_0524.mat,0.5405405405405405
Dog_2_test_segment_0525.mat,0.7657657657657657
Dog_2_test_segment_0526.mat,0.7567567567567567
Dog_2_test_segment_0527.mat,0.3423423423423423
Dog_2_test_segment_0528.mat,0.2882882882882883
Dog_2_test_segment_0529.mat,0.5855855855855855
Dog_2_test_segment_0530.mat,0.6216216216216215
Dog_2_test_segment_0531.mat,0.6036036036036035
Dog_2_test_segment_0532.mat,0.7297297297297297
Dog_2_test_segment_0533.mat,0.5855855855855855
Dog_2_test_segment_0534.mat,0.5225225225225225
Dog_2_test_segment_0535.mat,0.6396396396396397
Dog_2_test_segment_0536.mat,0.6306306306306306
Dog_2_test_segment_0537.mat,0.5405405405405405
Dog_2_test_segment_0538.mat,0.5945945945945946
Dog_2_test_segment_0539.mat,0.6576576576576576
Dog_2_test_segment_0540.mat,0.7747747747747747
Dog_2_test_segment_0541.mat,0.4144144144144144
Dog_2_test_segment_0542.mat,0.6936936936936937
Dog_2_test_segment_0543.mat,0.8828828828828829
Dog_2_test_segment_0544.mat,0.0
Dog_2_test_segment_0545.mat,0.0
Dog_2_test_segment_0546.mat,0.5945945945945946
Dog_2_test_segment_0547.mat,0.6666666666666666
Dog_2_test_segment_0548.mat,0.5225225225225225
Dog_2_test_segment_0549.mat,0.37837837837837834
Dog_2_test_segment_0550.mat,0.5225225225225225
Dog_2_test_segment_0551.mat,0.6666666666666666
Dog_2_test_segment_0552.mat,0.7747747747747747
Dog_2_test_segment_0553.mat,0.7927927927927927
Dog_2_test_segment_0554.mat,0.7027027027027027
Dog_2_test_segment_0555.mat,0.018018018018018018
Dog_2_test_segment_0556.mat,0.6576576576576576
Dog_2_test_segment_0557.mat,0.7387387387387387
Dog_2_test_segment_0558.mat,0.8468468468468467
Dog_2_test_segment_0559.mat,0.7477477477477477
Dog_2_test_segment_0560.mat,0.8828828828828829
Dog_2_test_segment_0561.mat,0.6216216216216215
Dog_2_test_segment_0562.mat,0.6486486486486486
Dog_2_test_segment_0563.mat,0.7747747747747747
Dog_2_test_segment_0564.mat,0.0
Dog_2_test_segment_0565.mat,0.0
Dog_2_test_segment_0566.mat,0.8198198198198198
Dog_2_test_segment_0567.mat,0.6306306306306306
Dog_2_test_segment_0568.mat,0.7837837837837838
Dog_2_test_segment_0569.mat,0.7477477477477477
Dog_2_test_segment_0570.mat,0.5135135135135135
Dog_2_test_segment_0571.mat,0.6666666666666666
Dog_2_test_segment_0572.mat,0.6486486486486486
Dog_2_test_segment_0573.mat,0.7117117117117117
Dog_2_test_segment_0574.mat,0.9549549549549549
Dog_2_test_segment_0575.mat,0.5135135135135135
Dog_2_test_segment_0576.mat,0.5225225225225225
Dog_2_test_segment_0577.mat,0.8018018018018018
Dog_2_test_segment_0578.mat,0.5765765765765766
Dog_2_test_segment_0579.mat,0.6126126126126126
Dog_2_test_segment_0580.mat,0.8468468468468467
Dog_2_test_segment_0581.mat,0.9009009009009009
Dog_2_test_segment_0582.mat,0.7297297297297297
Dog_2_test_segment_0583.mat,0.6576576576576576
Dog_2_test_segment_0584.mat,0.49549549549549543
Dog_2_test_segment_0585.mat,0.48648648648648646
Dog_2_test_segment_0586.mat,0.6216216216216215
Dog_2_test_segment_0587.mat,0.7297297297297297
Dog_2_test_segment_0588.mat,0.7477477477477477
Dog_2_test_segment_0589.mat,0.7207207207207207
Dog_2_test_segment_0590.mat,0.5225225225225225
Dog_2_test_segment_0591.mat,0.3063063063063063
Dog_2_test_segment_0592.mat,0.8288288288288288
Dog_2_test_segment_0593.mat,0.6126126126126126
Dog_2_test_segment_0594.mat,0.6756756756756757
Dog_2_test_segment_0595.mat,0.5405405405405405
Dog_2_test_segment_0596.mat,1.0
Dog_2_test_segment_0597.mat,0.6396396396396397
Dog_2_test_segment_0598.mat,0.8198198198198198
Dog_2_test_segment_0599.mat,0.3243243243243243
Dog_2_test_segment_0600.mat,0.5225225225225225
Dog_2_test_segment_0601.mat,0.2792792792792793
Dog_2_test_segment_0602.mat,0.7387387387387387
Dog_2_test_segment_0603.mat,0.6666666666666666
Dog_2_test_segment_0604.mat,0.48648648648648646
Dog_2_test_segment_0605.mat,0.48648648648648646
Dog_2_test_segment_0606.mat,0.7747747747747747
Dog_2_test_segment_0607.mat,0.11711711711711711
Dog_2_test_segment_0608.mat,0.5675675675675675
Dog_2_test_segment_0609.mat,0.43243243243243246
Dog_2_test_segment_0610.mat,0.6846846846846846
Dog_2_test_segment_0611.mat,0.4144144144144144
Dog_2_test_segment_0612.mat,0.6666666666666666
Dog_2_test_segment_0613.mat,0.8918918918918918
Dog_2_test_segment_0614.mat,0.4234234234234234
Dog_2_test_segment_0615.mat,0.6666666666666666
Dog_2_test_segment_0616.mat,0.7837837837837838
Dog_2_test_segment_0617.mat,0.5315315315315314
Dog_2_test_segment_0618.mat,0.7207207207207207
Dog_2_test_segment_0619.mat,0.8648648648648649
Dog_2_test_segment_0620.mat,0.7567567567567567
Dog_2_test_segment_0621.mat,0.7117117117117117
Dog_2_test_segment_0622.mat,0.0
Dog_2_test_segment_0623.mat,0.3423423423423423
Dog_2_test_segment_0624.mat,0.5855855855855855
Dog_2_test_segment_0625.mat,0.7207207207207207
Dog_2_test_segment_0626.mat,0.48648648648648646
Dog_2_test_segment_0627.mat,0.7027027027027027
Dog_2_test_segment_0628.mat,0.3243243243243243
Dog_2_test_segment_0629.mat,0.7927927927927927
Dog_2_test_segment_0630.mat,0.7567567567567567
Dog_2_test_segment_0631.mat,0.5855855855855855
Dog_2_test_segment_0632.mat,0.5045045045045045
Dog_2_test_segment_0633.mat,0.7207207207207207
Dog_2_test_segment_0634.mat,0.2072072072072072
Dog_2_test_segment_0635.mat,0.5945945945945946
Dog_2_test_segment_0636.mat,0.5045045045045045
Dog_2_test_segment_0637.mat,0.7567567567567567
Dog_2_test_segment_0638.mat,0.6486486486486486
Dog_2_test_segment_0639.mat,0.2882882882882883
Dog_2_test_segment_0640.mat,0.5045045045045045
Dog_2_test_segment_0641.mat,0.6486486486486486
